date,fiscalyear,item,itemid,normalization,normid,val
1946,1945/1946,Treasury bills,311,Percent of GDP,2,3.6985288
1946,1945/1946,Treasury bills,311,Percent of total revenue,3,14.935281
1946,1945/1946,Treasury bills,311,Real per capita dollars,4,591.29059
1946,1945/1946,Treasury bills,311,Real dollars (millions),5,7206.6494
1946,1945/1946,Unmatured debt,310,Nominal dollars (millions),1,16292
1946,1945/1946,Unmatured debt,310,Percent of GDP,2,133.90318
1946,1945/1946,Unmatured debt,310,Percent of total revenue,3,540.72351
1946,1945/1946,Unmatured debt,310,Real per capita dollars,4,21407.346
1946,1945/1946,Unmatured debt,310,Real dollars (millions),5,260912.73
1946,1945/1946,Unmatured debt payable in foreign currencies,401,Nominal dollars (millions),1,190
1946,1945/1946,Unmatured debt payable in foreign currencies,401,Percent of GDP,2,1.561601
1946,1945/1946,Unmatured debt payable in foreign currencies,401,Percent of total revenue,3,6.3060074
1946,1945/1946,Unmatured debt payable in foreign currencies,401,Real per capita dollars,4,249.65602
1946,1945/1946,Unmatured debt payable in foreign currencies,401,Real dollars (millions),5,3042.8076
1947,1946/1947,Canada savings bonds,312,Nominal dollars (millions),1,746
1947,1946/1947,Canada savings bonds,312,Percent of GDP,2,5.3515062
1947,1946/1947,Canada savings bonds,312,Percent of total revenue,3,24.800531
1947,1946/1947,Canada savings bonds,312,Real per capita dollars,4,880.28156
1947,1946/1947,Canada savings bonds,312,Real dollars (millions),5,10959.506
1947,1946/1947,Cash deficit (+) or surplus (-),530,Nominal dollars (millions),1,-374
1947,1946/1947,Cash deficit (+) or surplus (-),530,Percent of GDP,2,-2.6829269
1947,1946/1947,Cash deficit (+) or surplus (-),530,Percent of total revenue,3,-12.433511
1947,1946/1947,Cash deficit (+) or surplus (-),530,Real per capita dollars,4,-441.32077
1947,1946/1947,Cash deficit (+) or surplus (-),530,Real dollars (millions),5,-5494.4438
1947,1946/1947,Financial assets,200,Nominal dollars (millions),1,4647
1947,1946/1947,Financial assets,200,Percent of GDP,2,33.335724
1947,1946/1947,Financial assets,200,Percent of total revenue,3,154.48804
1947,1946/1947,Financial assets,200,Real per capita dollars,4,5483.4697
1947,1946/1947,Financial assets,200,Real dollars (millions),5,68269.195
1947,1946/1947,Gross federal debt,300,Nominal dollars (millions),1,17695
1947,1946/1947,Gross federal debt,300,Percent of GDP,2,126.93687
1947,1946/1947,Gross federal debt,300,Percent of total revenue,3,588.26465
1947,1946/1947,Gross federal debt,300,Real per capita dollars,4,20880.137
1947,1946/1947,Gross federal debt,300,Real dollars (millions),5,259957.7
1947,1946/1947,Interest on the debt,521,Nominal dollars (millions),1,477
1947,1946/1947,Interest on the debt,521,Percent of GDP,2,3.4218078
1947,1946/1947,Interest on the debt,521,Percent of total revenue,3,15.857713
1947,1946/1947,Interest on the debt,521,Real per capita dollars,4,562.86102
1947,1946/1947,Interest on the debt,521,Real dollars (millions),5,7007.6196
1947,1946/1947,Marketable bonds,313,Nominal dollars (millions),1,13972
1947,1946/1947,Marketable bonds,313,Percent of GDP,2,100.22955
1947,1946/1947,Marketable bonds,313,Percent of total revenue,3,464.49469
1947,1946/1947,Marketable bonds,313,Real per capita dollars,4,16486.988
1947,1946/1947,Marketable bonds,313,Real dollars (millions),5,205263.02
1947,1946/1947,Net federal debt,100,Nominal dollars (millions),1,13048
1947,1946/1947,Net federal debt,100,Percent of GDP,2,93.601151
1947,1946/1947,Net federal debt,100,Percent of total revenue,3,433.77658
1947,1946/1947,Net federal debt,100,Real per capita dollars,4,15396.667
1947,1946/1947,Net federal debt,100,Real dollars (millions),5,191688.5
1947,1946/1947,Other liabilities,330,Nominal dollars (millions),1,-16102
1947,1946/1947,Other liabilities,330,Percent of GDP,2,-115.50932
1947,1946/1947,Other liabilities,330,Percent of total revenue,3,-535.30585
1947,1946/1947,Other liabilities,330,Real per capita dollars,4,-19000.395
1947,1946/1947,Other liabilities,330,Real dollars (millions),5,-236554.91
1947,1946/1947,Superannuation accounts,320,Nominal dollars (millions),1,104
1947,1946/1947,Superannuation accounts,320,Percent of GDP,2,0.74605453
1947,1946/1947,Superannuation accounts,320,Percent of total revenue,3,3.4574468
1947,1946/1947,Superannuation accounts,320,Real per capita dollars,4,122.72021
1947,1946/1947,Superannuation accounts,320,Real dollars (millions),5,1527.8667
1947,1946/1947,Total expenditure,502,Nominal dollars (millions),1,2634
1947,1946/1947,Total expenditure,502,Percent of GDP,2,18.895266
1947,1946/1947,Total expenditure,502,Percent of total revenue,3,87.56649
1947,1946/1947,Total expenditure,502,Real per capita dollars,4,3108.1255
1947,1946/1947,Total expenditure,502,Real dollars (millions),5,38696.164
1947,1946/1947,Total revenue,501,Nominal dollars (millions),1,3008
1947,1946/1947,Total revenue,501,Percent of GDP,2,21.578192
1947,1946/1947,Total revenue,501,Percent of total revenue,3,100
1947,1946/1947,Total revenue,501,Real per capita dollars,4,3549.4463
1947,1946/1947,Total revenue,501,Real dollars (millions),5,44190.605
1947,1946/1947,Treasury bills,311,Nominal dollars (millions),1,450
1947,1946/1947,Treasury bills,311,Percent of GDP,2,3.2281206
1947,1946/1947,Treasury bills,311,Percent of total revenue,3,14.960107
1947,1946/1947,Treasury bills,311,Real per capita dollars,4,531.00092
1947,1946/1947,Treasury bills,311,Real dollars (millions),5,6610.9619
1947,1946/1947,Unmatured debt,310,Nominal dollars (millions),1,15998
1947,1946/1947,Unmatured debt,310,Percent of GDP,2,114.76327
1947,1946/1947,Unmatured debt,310,Percent of total revenue,3,531.84839
1947,1946/1947,Unmatured debt,310,Real per capita dollars,4,18877.674
1947,1946/1947,Unmatured debt,310,Real dollars (millions),5,235027.03
1947,1946/1947,Unmatured debt payable in foreign currencies,401,Nominal dollars (millions),1,160
1947,1946/1947,Unmatured debt payable in foreign currencies,401,Percent of GDP,2,1.1477761
1947,1946/1947,Unmatured debt payable in foreign currencies,401,Percent of total revenue,3,5.319149
1947,1946/1947,Unmatured debt payable in foreign currencies,401,Real per capita dollars,4,188.80034
1947,1946/1947,Unmatured debt payable in foreign currencies,401,Real dollars (millions),5,2350.5642
1948,1947/1948,Canada savings bonds,312,Nominal dollars (millions),1,881
1948,1947/1948,Canada savings bonds,312,Percent of GDP,2,5.5169392
1948,1947/1948,Canada savings bonds,312,Percent of total revenue,3,30.675488
1948,1947/1948,Canada savings bonds,312,Real per capita dollars,4,891.20685
1948,1947/1948,Canada savings bonds,312,Real dollars (millions),5,11327.239
1948,1947/1948,Cash deficit (+) or surplus (-),530,Nominal dollars (millions),1,-676
1948,1947/1948,Cash deficit (+) or surplus (-),530,Percent of GDP,2,-4.233202
1948,1947/1948,Cash deficit (+) or surplus (-),530,Percent of total revenue,3,-23.537605
1948,1947/1948,Cash deficit (+) or surplus (-),530,Real per capita dollars,4,-683.83179
1948,1947/1948,Cash deficit (+) or surplus (-),530,Real dollars (millions),5,-8691.502
1948,1947/1948,Financial assets,200,Nominal dollars (millions),1,4818
1948,1947/1948,Financial assets,200,Percent of GDP,2,30.170956
1948,1947/1948,Financial assets,200,Percent of total revenue,3,167.75766
1948,1947/1948,Financial assets,200,Real per capita dollars,4,4873.8188
1948,1947/1948,Financial assets,200,Real dollars (millions),5,61946.238
1948,1947/1948,Gross federal debt,300,Nominal dollars (millions),1,17190
1948,1947/1948,Gross federal debt,300,Percent of GDP,2,107.64606
1948,1947/1948,Gross federal debt,300,Percent of total revenue,3,598.5376
1948,1947/1948,Gross federal debt,300,Real per capita dollars,4,17389.154
1948,1947/1948,Gross federal debt,300,Real dollars (millions),5,221016.16
1948,1947/1948,Interest on the debt,521,Nominal dollars (millions),1,467
1948,1947/1948,Interest on the debt,521,Percent of GDP,2,2.9244161
1948,1947/1948,Interest on the debt,521,Percent of total revenue,3,16.260447
1948,1947/1948,Interest on the debt,521,Real per capita dollars,4,472.41043
1948,1947/1948,Interest on the debt,521,Real dollars (millions),5,6004.3369
1948,1947/1948,Marketable bonds,313,Nominal dollars (millions),1,13317
1948,1947/1948,Marketable bonds,313,Percent of GDP,2,83.392822
1948,1947/1948,Marketable bonds,313,Percent of total revenue,3,463.68384
1948,1947/1948,Marketable bonds,313,Real per capita dollars,4,13471.284
1948,1947/1948,Marketable bonds,313,Real dollars (millions),5,171220.03
1948,1947/1948,Net federal debt,100,Nominal dollars (millions),1,12372
1948,1947/1948,Net federal debt,100,Percent of GDP,2,77.475105
1948,1947/1948,Net federal debt,100,Percent of total revenue,3,430.77994
1948,1947/1948,Net federal debt,100,Real per capita dollars,4,12515.336
1948,1947/1948,Net federal debt,100,Real dollars (millions),5,159069.92
1948,1947/1948,Other liabilities,330,Nominal dollars (millions),1,-15621
1948,1947/1948,Other liabilities,330,Percent of GDP,2,-97.820778
1948,1947/1948,Other liabilities,330,Percent of total revenue,3,-543.90668
1948,1947/1948,Other liabilities,330,Real per capita dollars,4,-15801.978
1948,1947/1948,Other liabilities,330,Real dollars (millions),5,-200843.14
1948,1947/1948,Superannuation accounts,320,Nominal dollars (millions),1,123
1948,1947/1948,Superannuation accounts,320,Percent of GDP,2,0.77024233
1948,1947/1948,Superannuation accounts,320,Percent of total revenue,3,4.2827296
1948,1947/1948,Superannuation accounts,320,Real per capita dollars,4,124.42502
1948,1947/1948,Superannuation accounts,320,Real dollars (millions),5,1581.442
1948,1947/1948,Total expenditure,502,Nominal dollars (millions),1,2196
1948,1947/1948,Total expenditure,502,Percent of GDP,2,13.751644
1948,1947/1948,Total expenditure,502,Percent of total revenue,3,76.462395
1948,1947/1948,Total expenditure,502,Real per capita dollars,4,2221.4419
1948,1947/1948,Total expenditure,502,Real dollars (millions),5,28234.525
1948,1947/1948,Total revenue,501,Nominal dollars (millions),1,2872
1948,1947/1948,Total revenue,501,Percent of GDP,2,17.984846
1948,1947/1948,Total revenue,501,Percent of total revenue,3,100
1948,1947/1948,Total revenue,501,Real per capita dollars,4,2905.2737
1948,1947/1948,Total revenue,501,Real dollars (millions),5,36926.027
1948,1947/1948,Treasury bills,311,Nominal dollars (millions),1,450
1948,1947/1948,Treasury bills,311,Percent of GDP,2,2.8179598
1948,1947/1948,Treasury bills,311,Percent of total revenue,3,15.668524
1948,1947/1948,Treasury bills,311,Real per capita dollars,4,455.21347
1948,1947/1948,Treasury bills,311,Real dollars (millions),5,5785.7632
1948,1947/1948,Unmatured debt,310,Nominal dollars (millions),1,15498
1948,1947/1948,Unmatured debt,310,Percent of GDP,2,97.050537
1948,1947/1948,Unmatured debt,310,Percent of total revenue,3,539.62396
1948,1947/1948,Unmatured debt,310,Real per capita dollars,4,15677.553
1948,1947/1948,Unmatured debt,310,Real dollars (millions),5,199261.69
1948,1947/1948,Unmatured debt payable in foreign currencies,401,Nominal dollars (millions),1,206
1948,1947/1948,Unmatured debt payable in foreign currencies,401,Percent of GDP,2,1.2899994
1948,1947/1948,Unmatured debt payable in foreign currencies,401,Percent of total revenue,3,7.1727018
1948,1947/1948,Unmatured debt payable in foreign currencies,401,Real per capita dollars,4,208.38661
1948,1947/1948,Unmatured debt payable in foreign currencies,401,Real dollars (millions),5,2648.594
1949,1948/1949,Canada savings bonds,312,Nominal dollars (millions),1,750
1949,1948/1949,Canada savings bonds,312,Percent of GDP,2,4.323514
1949,1948/1949,Canada savings bonds,312,Percent of total revenue,3,27.066042
1949,1948/1949,Canada savings bonds,312,Real per capita dollars,4,716.96295
1949,1948/1949,Canada savings bonds,312,Real dollars (millions),5,9319.084
1949,1948/1949,Cash deficit (+) or surplus (-),530,Nominal dollars (millions),1,-596
1949,1948/1949,Cash deficit (+) or surplus (-),530,Percent of GDP,2,-3.4357526
1949,1948/1949,Cash deficit (+) or surplus (-),530,Percent of total revenue,3,-21.50848
1949,1948/1949,Cash deficit (+) or surplus (-),530,Real per capita dollars,4,-569.74658
1949,1948/1949,Cash deficit (+) or surplus (-),530,Real dollars (millions),5,-7405.5659
1949,1948/1949,Financial assets,200,Nominal dollars (millions),1,5161
1949,1948/1949,Financial assets,200,Percent of GDP,2,29.751541
1949,1948/1949,Financial assets,200,Percent of total revenue,3,186.25046
1949,1948/1949,Financial assets,200,Real per capita dollars,4,4933.6611
1949,1948/1949,Financial assets,200,Real dollars (millions),5,64127.727
1949,1948/1949,Gross federal debt,300,Nominal dollars (millions),1,16937
1949,1948/1949,Gross federal debt,300,Percent of GDP,2,97.636482
1949,1948/1949,Gross federal debt,300,Percent of total revenue,3,611.22339
1949,1948/1949,Gross federal debt,300,Real per capita dollars,4,16190.936
1949,1948/1949,Gross federal debt,300,Real dollars (millions),5,210449.78
1949,1948/1949,Interest on the debt,521,Nominal dollars (millions),1,475
1949,1948/1949,Interest on the debt,521,Percent of GDP,2,2.7382257
1949,1948/1949,Interest on the debt,521,Percent of total revenue,3,17.141827
1949,1948/1949,Interest on the debt,521,Real per capita dollars,4,454.07654
1949,1948/1949,Interest on the debt,521,Real dollars (millions),5,5902.0869
1949,1948/1949,Marketable bonds,313,Nominal dollars (millions),1,13365
1949,1948/1949,Marketable bonds,313,Percent of GDP,2,77.045021
1949,1948/1949,Marketable bonds,313,Percent of total revenue,3,482.31686
1949,1948/1949,Marketable bonds,313,Real per capita dollars,4,12776.279
1949,1948/1949,Marketable bonds,313,Real dollars (millions),5,166066.08
1949,1948/1949,Net federal debt,100,Nominal dollars (millions),1,11776
1949,1948/1949,Net federal debt,100,Percent of GDP,2,67.884933
1949,1948/1949,Net federal debt,100,Percent of total revenue,3,424.97293
1949,1948/1949,Net federal debt,100,Real per capita dollars,4,11257.274
1949,1948/1949,Net federal debt,100,Real dollars (millions),5,146322.05
1949,1948/1949,Other liabilities,330,Nominal dollars (millions),1,-15561
1949,1948/1949,Other liabilities,330,Percent of GDP,2,-89.704269
1949,1948/1949,Other liabilities,330,Percent of total revenue,3,-561.56622
1949,1948/1949,Other liabilities,330,Real per capita dollars,4,-14875.547
1949,1948/1949,Other liabilities,330,Real dollars (millions),5,-193352.36
1949,1948/1949,Superannuation accounts,320,Nominal dollars (millions),1,146
1949,1948/1949,Superannuation accounts,320,Percent of GDP,2,0.84164411
1949,1948/1949,Superannuation accounts,320,Percent of total revenue,3,5.268856
1949,1948/1949,Superannuation accounts,320,Real per capita dollars,4,139.56879
1949,1948/1949,Superannuation accounts,320,Real dollars (millions),5,1814.1151
1949,1948/1949,Total expenditure,502,Nominal dollars (millions),1,2175
1949,1948/1949,Total expenditure,502,Percent of GDP,2,12.538191
1949,1948/1949,Total expenditure,502,Percent of total revenue,3,78.491516
1949,1948/1949,Total expenditure,502,Real per capita dollars,4,2079.1926
1949,1948/1949,Total expenditure,502,Real dollars (millions),5,27025.346
1949,1948/1949,Total revenue,501,Nominal dollars (millions),1,2771
1949,1948/1949,Total revenue,501,Percent of GDP,2,15.973944
1949,1948/1949,Total revenue,501,Percent of total revenue,3,100
1949,1948/1949,Total revenue,501,Real per capita dollars,4,2648.9392
1949,1948/1949,Total revenue,501,Real dollars (millions),5,34430.91
1949,1948/1949,Treasury bills,311,Nominal dollars (millions),1,450
1949,1948/1949,Treasury bills,311,Percent of GDP,2,2.5941086
1949,1948/1949,Treasury bills,311,Percent of total revenue,3,16.239624
1949,1948/1949,Treasury bills,311,Real per capita dollars,4,430.17776
1949,1948/1949,Treasury bills,311,Real dollars (millions),5,5591.4507
1949,1948/1949,Unmatured debt,310,Nominal dollars (millions),1,15415
1949,1948/1949,Unmatured debt,310,Percent of GDP,2,88.862625
1949,1948/1949,Unmatured debt,310,Percent of total revenue,3,556.29736
1949,1948/1949,Unmatured debt,310,Real per capita dollars,4,14735.979
1949,1948/1949,Unmatured debt,310,Real dollars (millions),5,191538.25
1949,1948/1949,Unmatured debt payable in foreign currencies,401,Nominal dollars (millions),1,307
1949,1948/1949,Unmatured debt payable in foreign currencies,401,Percent of GDP,2,1.7697585
1949,1948/1949,Unmatured debt payable in foreign currencies,401,Percent of total revenue,3,11.079033
1949,1948/1949,Unmatured debt payable in foreign currencies,401,Real per capita dollars,4,293.47684
1949,1948/1949,Unmatured debt payable in foreign currencies,401,Real dollars (millions),5,3814.6118
1950,1949/1950,Canada savings bonds,312,Nominal dollars (millions),1,891
1950,1949/1950,Canada savings bonds,312,Percent of GDP,2,4.6588235
1950,1949/1950,Canada savings bonds,312,Percent of total revenue,3,34.534885
1950,1949/1950,Canada savings bonds,312,Real per capita dollars,4,792.448
1950,1949/1950,Canada savings bonds,312,Real dollars (millions),5,10782.84
1950,1949/1950,Cash deficit (+) or surplus (-),530,Nominal dollars (millions),1,-131
1950,1949/1950,Cash deficit (+) or surplus (-),530,Percent of GDP,2,-0.68496734
1950,1949/1950,Cash deficit (+) or surplus (-),530,Percent of total revenue,3,-5.0775194
1950,1949/1950,Cash deficit (+) or surplus (-),530,Real per capita dollars,4,-116.51031
1950,1949/1950,Cash deficit (+) or surplus (-),530,Real dollars (millions),5,-1585.3558
1950,1949/1950,Financial assets,200,Nominal dollars (millions),1,5100
1950,1949/1950,Financial assets,200,Percent of GDP,2,26.666666
1950,1949/1950,Financial assets,200,Percent of total revenue,3,197.67442
1950,1949/1950,Financial assets,200,Real per capita dollars,4,4535.8979
1950,1949/1950,Financial assets,200,Real dollars (millions),5,61719.961
1950,1949/1950,Gross federal debt,300,Nominal dollars (millions),1,16726
1950,1949/1950,Gross federal debt,300,Percent of GDP,2,87.456207
1950,1949/1950,Gross federal debt,300,Percent of total revenue,3,648.29456
1950,1949/1950,Gross federal debt,300,Real per capita dollars,4,14875.966
1950,1949/1950,Gross federal debt,300,Real dollars (millions),5,202417.27
1950,1949/1950,Interest on the debt,521,Nominal dollars (millions),1,451
1950,1949/1950,Interest on the debt,521,Percent of GDP,2,2.35817
1950,1949/1950,Interest on the debt,521,Percent of total revenue,3,17.480619
1950,1949/1950,Interest on the debt,521,Real per capita dollars,4,401.11566
1950,1949/1950,Interest on the debt,521,Real dollars (millions),5,5457.981
1950,1949/1950,Marketable bonds,313,Nominal dollars (millions),1,12882
1950,1949/1950,Marketable bonds,313,Percent of GDP,2,67.356865
1950,1949/1950,Marketable bonds,313,Percent of total revenue,3,499.30234
1950,1949/1950,Marketable bonds,313,Real per capita dollars,4,11457.145
1950,1949/1950,Marketable bonds,313,Real dollars (millions),5,155897.36
1950,1949/1950,Net federal debt,100,Nominal dollars (millions),1,11626
1950,1949/1950,Net federal debt,100,Percent of GDP,2,60.789543
1950,1949/1950,Net federal debt,100,Percent of total revenue,3,450.62015
1950,1949/1950,Net federal debt,100,Real per capita dollars,4,10340.068
1950,1949/1950,Net federal debt,100,Real dollars (millions),5,140697.31
1950,1949/1950,Other liabilities,330,Nominal dollars (millions),1,-15248
1950,1949/1950,Other liabilities,330,Percent of GDP,2,-79.728104
1950,1949/1950,Other liabilities,330,Percent of total revenue,3,-591.00775
1950,1949/1950,Other liabilities,330,Real per capita dollars,4,-13561.445
1950,1949/1950,Other liabilities,330,Real dollars (millions),5,-184530.58
1950,1949/1950,Superannuation accounts,320,Nominal dollars (millions),1,175
1950,1949/1950,Superannuation accounts,320,Percent of GDP,2,0.91503268
1950,1949/1950,Superannuation accounts,320,Percent of total revenue,3,6.7829456
1950,1949/1950,Superannuation accounts,320,Real per capita dollars,4,155.64355
1950,1949/1950,Superannuation accounts,320,Real dollars (millions),5,2117.8418
1950,1949/1950,Total expenditure,502,Nominal dollars (millions),1,2449
1950,1949/1950,Total expenditure,502,Percent of GDP,2,12.805229
1950,1949/1950,Total expenditure,502,Percent of total revenue,3,94.922478
1950,1949/1950,Total expenditure,502,Real per capita dollars,4,2178.1204
1950,1949/1950,Total expenditure,502,Real dollars (millions),5,29637.684
1950,1949/1950,Total revenue,501,Nominal dollars (millions),1,2580
1950,1949/1950,Total revenue,501,Percent of GDP,2,13.490196
1950,1949/1950,Total revenue,501,Percent of total revenue,3,100
1950,1949/1950,Total revenue,501,Real per capita dollars,4,2294.6306
1950,1949/1950,Total revenue,501,Real dollars (millions),5,31223.039
1950,1949/1950,Treasury bills,311,Nominal dollars (millions),1,450
1950,1949/1950,Treasury bills,311,Percent of GDP,2,2.3529413
1950,1949/1950,Treasury bills,311,Percent of total revenue,3,17.44186
1950,1949/1950,Treasury bills,311,Real per capita dollars,4,400.22629
1950,1949/1950,Treasury bills,311,Real dollars (millions),5,5445.8789
1950,1949/1950,Unmatured debt,310,Nominal dollars (millions),1,15073
1950,1949/1950,Unmatured debt,310,Percent of GDP,2,78.813072
1950,1949/1950,Unmatured debt,310,Percent of total revenue,3,584.22479
1950,1949/1950,Unmatured debt,310,Real per capita dollars,4,13405.802
1950,1949/1950,Unmatured debt,310,Real dollars (millions),5,182412.73
1950,1949/1950,Unmatured debt payable in foreign currencies,401,Nominal dollars (millions),1,500
1950,1949/1950,Unmatured debt payable in foreign currencies,401,Percent of GDP,2,2.6143792
1950,1949/1950,Unmatured debt payable in foreign currencies,401,Percent of total revenue,3,19.379845
1950,1949/1950,Unmatured debt payable in foreign currencies,401,Real per capita dollars,4,444.69586
1950,1949/1950,Unmatured debt payable in foreign currencies,401,Real dollars (millions),5,6050.9766
1951,1950/1951,Canada savings bonds,312,Nominal dollars (millions),1,955
1951,1950/1951,Canada savings bonds,312,Percent of GDP,2,4.2863555
1951,1950/1951,Canada savings bonds,312,Percent of total revenue,3,30.677803
1951,1950/1951,Canada savings bonds,312,Real per capita dollars,4,753.76141
1951,1950/1951,Canada savings bonds,312,Real dollars (millions),5,10454.671
1951,1950/1951,Cash deficit (+) or surplus (-),530,Nominal dollars (millions),1,-212
1951,1950/1951,Cash deficit (+) or surplus (-),530,Percent of GDP,2,-0.95152605
1951,1950/1951,Cash deficit (+) or surplus (-),530,Percent of total revenue,3,-6.8101511
1951,1950/1951,Cash deficit (+) or surplus (-),530,Real per capita dollars,4,-167.32713
1951,1950/1951,Cash deficit (+) or surplus (-),530,Real dollars (millions),5,-2320.8274
1951,1950/1951,Financial assets,200,Nominal dollars (millions),1,5291
1951,1950/1951,Financial assets,200,Percent of GDP,2,23.747755
1951,1950/1951,Financial assets,200,Percent of total revenue,3,169.96466
1951,1950/1951,Financial assets,200,Real per capita dollars,4,4176.0747
1951,1950/1951,Financial assets,200,Real dollars (millions),5,57922.16
1951,1950/1951,Gross federal debt,300,Nominal dollars (millions),1,16718
1951,1950/1951,Gross federal debt,300,Percent of GDP,2,75.035904
1951,1950/1951,Gross federal debt,300,Percent of total revenue,3,537.03821
1951,1950/1951,Gross federal debt,300,Real per capita dollars,4,13195.165
1951,1950/1951,Gross federal debt,300,Real dollars (millions),5,183016.94
1951,1950/1951,Interest on the debt,521,Nominal dollars (millions),1,439
1951,1950/1951,Interest on the debt,521,Percent of GDP,2,1.970377
1951,1950/1951,Interest on the debt,521,Percent of total revenue,3,14.102152
1951,1950/1951,Interest on the debt,521,Real per capita dollars,4,346.49347
1951,1950/1951,Interest on the debt,521,Real dollars (millions),5,4805.8643
1951,1950/1951,Marketable bonds,313,Nominal dollars (millions),1,12647
1951,1950/1951,Marketable bonds,313,Percent of GDP,2,56.763912
1951,1950/1951,Marketable bonds,313,Percent of total revenue,3,406.26407
1951,1950/1951,Marketable bonds,313,Real per capita dollars,4,9982.0107
1951,1950/1951,Marketable bonds,313,Real dollars (millions),5,138450.48
1951,1950/1951,Net federal debt,100,Nominal dollars (millions),1,11427
1951,1950/1951,Net federal debt,100,Percent of GDP,2,51.288151
1951,1950/1951,Net federal debt,100,Percent of total revenue,3,367.07355
1951,1950/1951,Net federal debt,100,Real per capita dollars,4,9019.0908
1951,1950/1951,Net federal debt,100,Real dollars (millions),5,125094.79
1951,1950/1951,Other liabilities,330,Nominal dollars (millions),1,-15287
1951,1950/1951,Other liabilities,330,Percent of GDP,2,-68.613106
1951,1950/1951,Other liabilities,330,Percent of total revenue,3,-491.0697
1951,1950/1951,Other liabilities,330,Real per capita dollars,4,-12065.707
1951,1950/1951,Other liabilities,330,Real dollars (millions),5,-167351.36
1951,1950/1951,Superannuation accounts,320,Nominal dollars (millions),1,285
1951,1950/1951,Superannuation accounts,320,Percent of GDP,2,1.2791741
1951,1950/1951,Superannuation accounts,320,Percent of total revenue,3,9.1551561
1951,1950/1951,Superannuation accounts,320,Real per capita dollars,4,224.9445
1951,1950/1951,Superannuation accounts,320,Real dollars (millions),5,3119.9802
1951,1950/1951,Total expenditure,502,Nominal dollars (millions),1,2901
1951,1950/1951,Total expenditure,502,Percent of GDP,2,13.020646
1951,1950/1951,Total expenditure,502,Percent of total revenue,3,93.18985
1951,1950/1951,Total expenditure,502,Real per capita dollars,4,2289.6982
1951,1950/1951,Total expenditure,502,Real dollars (millions),5,31758.115
1951,1950/1951,Total revenue,501,Nominal dollars (millions),1,3113
1951,1950/1951,Total revenue,501,Percent of GDP,2,13.972173
1951,1950/1951,Total revenue,501,Percent of total revenue,3,100
1951,1950/1951,Total revenue,501,Real per capita dollars,4,2457.0254
1951,1950/1951,Total revenue,501,Real dollars (millions),5,34078.941
1951,1950/1951,Treasury bills,311,Nominal dollars (millions),1,450
1951,1950/1951,Treasury bills,311,Percent of GDP,2,2.0197487
1951,1950/1951,Treasury bills,311,Percent of total revenue,3,14.455509
1951,1950/1951,Treasury bills,311,Real per capita dollars,4,355.17554
1951,1950/1951,Treasury bills,311,Real dollars (millions),5,4926.2847
1951,1950/1951,Unmatured debt,310,Nominal dollars (millions),1,15002
1951,1950/1951,Unmatured debt,310,Percent of GDP,2,67.333931
1951,1950/1951,Unmatured debt,310,Percent of total revenue,3,481.91455
1951,1950/1951,Unmatured debt,310,Real per capita dollars,4,11840.763
1951,1950/1951,Unmatured debt,310,Real dollars (millions),5,164231.38
1951,1950/1951,Unmatured debt payable in foreign currencies,401,Nominal dollars (millions),1,422
1951,1950/1951,Unmatured debt payable in foreign currencies,401,Percent of GDP,2,1.8940754
1951,1950/1951,Unmatured debt payable in foreign currencies,401,Percent of total revenue,3,13.556055
1951,1950/1951,Unmatured debt payable in foreign currencies,401,Real per capita dollars,4,333.07571
1951,1950/1951,Unmatured debt payable in foreign currencies,401,Real dollars (millions),5,4619.7603
1952,1951/1952,Canada savings bonds,312,Nominal dollars (millions),1,1059
1952,1951/1952,Canada savings bonds,312,Percent of GDP,2,4.1948051
1952,1951/1952,Canada savings bonds,312,Percent of total revenue,3,26.428749
1952,1951/1952,Canada savings bonds,312,Real per capita dollars,4,791.4671
1952,1951/1952,Canada savings bonds,312,Real dollars (millions),5,11299.776
1952,1951/1952,Cash deficit (+) or surplus (-),530,Nominal dollars (millions),1,-248
1952,1951/1952,Cash deficit (+) or surplus (-),530,Percent of GDP,2,-0.98235291
1952,1951/1952,Cash deficit (+) or surplus (-),530,Percent of total revenue,3,-6.1891689
1952,1951/1952,Cash deficit (+) or surplus (-),530,Real per capita dollars,4,-185.3483
1952,1951/1952,Cash deficit (+) or surplus (-),530,Real dollars (millions),5,-2646.2178
1952,1951/1952,Financial assets,200,Nominal dollars (millions),1,5656
1952,1951/1952,Financial assets,200,Percent of GDP,2,22.403984
1952,1951/1952,Financial assets,200,Percent of total revenue,3,141.15298
1952,1951/1952,Financial assets,200,Real per capita dollars,4,4227.1372
1952,1951/1952,Financial assets,200,Real dollars (millions),5,60350.836
1952,1951/1952,Gross federal debt,300,Nominal dollars (millions),1,16819
1952,1951/1952,Gross federal debt,300,Percent of GDP,2,66.62175
1952,1951/1952,Gross federal debt,300,Percent of total revenue,3,419.74045
1952,1951/1952,Gross federal debt,300,Real per capita dollars,4,12570.053
1952,1951/1952,Gross federal debt,300,Real dollars (millions),5,179462.64
1952,1951/1952,Interest on the debt,521,Nominal dollars (millions),1,531
1952,1951/1952,Interest on the debt,521,Percent of GDP,2,2.1033442
1952,1951/1952,Interest on the debt,521,Percent of total revenue,3,13.251809
1952,1951/1952,Interest on the debt,521,Real per capita dollars,4,396.85461
1952,1951/1952,Interest on the debt,521,Real dollars (millions),5,5665.8936
